relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
3124897@57_29-3124897@57_35,3124897@57,Family life and children of Vladimir I-Yaroslav,,0.148,"{The,Primary,Chronicle,"","",for,instance,"","",states,that,Yaroslav,died,at,the,age,of,76,in,1054,-LRB-,thus,putting,his,birth,at,978,-RRB-,"","",while,dating,Vladimir,'s,encounter,and,marriage,to,Yaroslav,'s,purported,mother,"","",Rogneda,"","",to,980,.}",35,1,29,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[marriage],INV_NGRAM_1_[encounter],""INV_NGRAM_2_['s encounter]"",""INV_BETW_[poss mother prep_to date dobj encounter poss]"",""INV_BETW_L_[poss prep_to dobj poss]""}","{-1.17199,-0.424339,-0.13067,0.000311335,0.000311335,0.000311335}"
39081301@4_15-39081301@4_0,39081301@4,Erzsébet Thurzó-Palatine Nikolaus,,0.14,"{Palatine,Nikolaus,-LRB-,Mikl,s,-RRB-,was,the,second,husband,of,Baroness,Ny,ry,"","",Erzs,bet,'s,mother,.}",0,2,15,1,1,"{people_between_bucket=2,NGRAM_1_[s],NGRAM_1_[second],NGRAM_1_[husband],""NGRAM_2_[second husband]"",NGRAM_1_[ry]}","{-1.00443,-0.671925,-0.377687,0.246844,-0.0325816,-0.0275012}"
39505718@62_26-39505718@62_12,39505718@62,Dong Zhang-Li Yanxun,,0.336,"{Shortly,after,"","",there,was,another,occasion,when,another,imperial,messenger,"","",Li,Yanxun,-LRB-,-RRB-,"","",made,ceremonial,faux,pas,while,at,Dongchuan,"","",and,Dong,arrested,his,subordinates,"","",causing,Li,Yanxun,to,flee,.}",12,2,26,1,1,"{people_between_bucket=0,NGRAM_1_[make],NGRAM_1_[pa],""BETW_L_[appos nsubj advcl conj_and nsubj]"",""NGRAM_2_[ceremonial faux]"",NGRAM_1_[faux]}","{-0.729378,-0.116724,0.116298,0.0925402,-0.0098521,-0.0098521}"
1331630@109_11-1331630@109_14,1331630@109,Bhimsen Thapa-Nain Singh Thapa,,0.228,"{According,to,Baburam,Acharya,"","",Tripurasundari,was,possibly,the,daughter,of,Bhimsen,'s,brother,Nain,Singh,Thapa,.}",14,3,11,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[brother],""INV_NGRAM_2_['s brother]"",""INV_WORD_SEQ_['s brother]"",INV_BETW_[poss],INV_BETW_L_[poss]}","{-1.17199,-0.362333,0.319846,-0.128699,0.0588572,0.0585275}"
1019003@11_3-1019003@11_12,1019003@11,Marpa Lotsawa-Naropa,,0.506,"{Paindapa,later,accompanied,Marpa,to,Pullahari,"","",near,Nalanda,University,"","",where,Naropa,taught,.}",12,1,3,1,1,"{INV_NGRAM_1_[near],""INV_BETW_L_[nsubj rcmod prep_near prep_to dobj]""}","{0.0328678,-0.00834719}"
4939991@18_1-4939991@18_9,4939991@18,Futa Helu-Thomas Jefferson,,0.41,"{Dr.,Helu,not,only,administered,his,institute,but,like,Thomas,Jefferson,at,the,University,of,Virginia,in,early,19th,century,America,designed,its,classrooms,"","",laboratories,"","",and,libraries,"","",often,in,classical,style,.}",9,2,1,1,1,"{INV_NGRAM_1_[like],INV_NGRAM_1_[institute],""INV_BETW_L_[pobj conj_but conj]"",""INV_BETW_[pobj like conj_but administer conj]"",""INV_BETW_D_[pobj like conj_but administer conj]"",INV_NGRAM_1_[administer]}","{-0.219054,-0.106032,0.0143094,0.0143094,0.0143094,-0.00140434}"
670046@5_5-670046@5_43,670046@5,Gillian Gilbert-Stephen Morris,f,0.07,"{In,the,late,1970s,"","",Gilbert,was,in,a,punk,band,with,three,girls,"","",The,Inadequates,"","",who,happened,to,rehearse,next,to,Joy,Division,-LRB-,which,included,singer,Ian,Curtis,"","",guitarist,Bernard,Sumner,"","",bassist,Peter,Hook,"","",and,drummer,Stephen,Morris,.,-RRB-}",43,2,5,1,1,"{INV_NGRAM_1_[include],INV_NGRAM_1_[three],INV_NGRAM_1_[band],INV_NGRAM_1_[happen],INV_NGRAM_1_[next],INV_NGRAM_1_[drummer]}","{-0.906718,-0.695591,-0.380883,-0.195185,-0.182359,-0.152835}"
11942292@7_9-11942292@7_4,11942292@7,Ivan Necevski-Bolton,,0.292,"{A,hip,injury,to,Bolton,in,December,"","",gave,Necevski,his,first,A-League,game,with,Sydney,against,.}",4,1,9,1,1,"{people_between_bucket=0,NGRAM_1_[give],""BETW_L_[prep_to nsubj iobj]"",""BETW_[prep_to injury nsubj give iobj]"",""BETW_D_[prep_to injury nsubj give iobj]""}","{-0.729378,-0.188401,0.0035895,0.0035895,0.0035895}"
27949214@9_7-27949214@9_13,27949214@9,Sergei Bobrovsky-Brian Boucher,,0.412,"{Even,after,Leighton,recovered,"","",however,"","",Bobrovsky,continued,to,share,duties,with,Brian,Boucher,.}",13,2,7,1,1,"{INV_NGRAM_1_[share],INV_NGRAM_1_[continue],INV_NGRAM_1_[duty],""INV_BETW_D_[prep_with duty dobj share xcomp continue nsubj]"",""INV_BETW_[prep_with duty dobj share xcomp continue nsubj]"",""INV_NGRAM_2_[share duty]""}","{-0.284951,-0.0740706,-0.00845475,0.00497551,0.00497551,0.00497551}"
1565002@9_0-1565002@9_11,1565002@9,Akintunde Warnock-Akintunde II,,0.492,"{Warnock,and,his,wife,"","",Eunissa,"","",have,five,children,:,Akintunde,II,-LRB-,born,1994,-RRB-,;,Jaleel,-LRB-,1996,-RRB-,;,Deja,-LRB-,1997,-RRB-,;,Khalia,-LRB-,August,2000,-RRB-,;,Elijah,Prince,-LRB-,November,2002,-RRB-,.}",11,2,0,1,1,"{INV_NGRAM_1_[child],INV_NGRAM_1_[five],""INV_BETW_L_[dep dobj nsubj]"",""INV_NGRAM_2_[five child]"",INV_NGRAM_1_[wife],INV_NGRAM_1_[eunissa]}","{0.930447,-0.512882,-0.284766,-0.049291,-0.0323277,-0.00494604}"
3385026@12_0-3385026@12_13,3385026@12,Denis Gifford-William Gifford,,0.972,"{Gifford,was,born,in,Forest,Hill,"","",London,"","",the,only,son,of,William,Gifford,"","",a,printer,"","",and,Amelia,``,n,e,'',Hutchings,.}",13,2,0,1,1,"{INV_NGRAM_1_[bear],INV_NGRAM_1_[son],""INV_BETW_D_[prep_of son dep bear nsubjpass]"",""INV_BETW_[prep_of son dep bear nsubjpass]"",""INV_BETW_L_[prep_of dep nsubjpass]""}","{2.23147,1.76438,-0.211958,-0.211493,-0.0324378}"
613553@11_6-613553@11_18,613553@11,Grigory Kulik-Semyon Timoshenko,,0.294,"{On,May,8,"","",1940,"","",Kulik,was,named,a,Marshal,of,the,Soviet,Union,"","",along,with,Semyon,Timoshenko,and,Boris,Shaposhnikov,.}",18,2,6,1,1,"{INV_NGRAM_1_[name],INV_NGRAM_1_[along],INV_NGRAM_1_[marshal],""INV_BETW_D_[prep_along_with marshal xcomp name nsubjpass]"",""INV_BETW_[prep_along_with marshal xcomp name nsubjpass]"",""INV_BETW_L_[prep_along_with xcomp nsubjpass]""}","{-0.73639,-0.224122,-0.00946961,0.00381665,0.00381665,0.00381665}"
17443475@12_3-17443475@12_17,17443475@12,Robert D. Robbins-Roy Wilt,,0.418,"{In,1990,"","",Robbins,ran,for,State,Senate,in,the,50th,Senate,District,to,replace,fellow,Republican,Roy,Wilt,"","",who,was,retiring,.}",17,2,3,1,1,"{INV_NGRAM_1_[replace],INV_NGRAM_1_[republican],""INV_BETW_L_[dobj xcomp nsubj]"",INV_NGRAM_1_[fellow],INV_NGRAM_1_[run],""INV_BETW_[dobj replace xcomp run nsubj]""}","{-0.263395,-0.246397,0.231816,-0.193699,0.0345232,0.0237194}"
1580245@13_12-1580245@13_19,1580245@13,Sophus Nielsen-Carl,,0.398,"{Having,served,his,apprenticeship,as,a,blacksmith,with,Burmeister,&,Wain,"","",Sophus,Nielsen,and,his,unemployed,carpenter,brother,Carl,"","",decided,to,travel,Europe,as,journeymen,.}",19,1,12,2,2,"{INV_NGRAM_1_[brother],INV_NGRAM_1_[carpenter],INV_BETW_L_[conj_and],INV_BETW_D_[conj_and],INV_BETW_[conj_and],""INV_NGRAM_3_[unemployed carpenter brother]""}","{-0.362333,0.041958,-0.017601,-0.0175534,-0.0157064,0.000943585}"
42144112@4_0-42144112@4_14,42144112@4,Krishna Bose-Chhaya Devi Chaudhurani,,0.98,"{Bose,was,born,on,26,December,1930,in,Dacca,to,Charu,C.,Chaudhuri,and,Chhaya,Devi,Chaudhurani,.}",14,3,0,1,1,"{INV_NGRAM_1_[bear],""INV_BETW_L_[conj_and prep_to nsubjpass]"",INV_NGRAM_1_[26],INV_NGRAM_1_[1930]}","{2.23147,1.27079,0.158173,-0.10033}"
13623@153_9-13623@153_5,13623@153,Herman Melville-Allan Melville,t,0.294,"{The,bankruptcy,and,death,of,Allan,Melville,"","",and,Melville,'s,own,youthful,humiliations,surface,in,``,Redburn,'',-LRB-,1849,-RRB-,"","",``,a,story,of,outward,adaptation,and,inner,impairment,.,''}",5,2,9,1,1,"{people_between_bucket=0,""BETW_L_[prep_of conj_and poss]"",""BETW_[prep_of bankruptcy conj_and surface poss]"",""BETW_D_[prep_of bankruptcy conj_and surface poss]""}","{-0.729378,-0.00842081,-0.000972021,-0.000972021}"
13440239@7_0-13440239@7_7,13440239@7,François Leuret-Rolando,,0.288,"{Leuret,coined,the,name,``,fissure,of,Rolando,'',after,Italian,anatomist,Luigi,Rolando,-LRB-,1773,1831,-RRB-,for,what,is,now,known,as,the,central,sulcus,of,the,brain,.}",7,1,0,1,1,"{INV_NGRAM_1_[name],INV_NGRAM_1_[coin],""INV_BETW_L_[prep_of dobj nsubj]"",""INV_BETW_[prep_of fissure dobj coin nsubj]"",INV_NGRAM_1_[fissure],""INV_BETW_D_[prep_of fissure dobj coin nsubj]""}","{-0.73639,-0.143341,0.0625771,-0.00258262,-0.00258262,-0.00258262}"
2027@4_0-2027@4_5,2027@4,Andrew Wiles-Maurice Frank Wiles,,0.964,"{Wiles,is,the,son,of,Maurice,Frank,Wiles,-LRB-,1923,2005,-RRB-,"","",the,Regius,Professor,of,Divinity,at,the,University,of,Oxford,and,Patricia,Wiles,-LRB-,n,e,Mowll,-RRB-,.}",5,3,0,1,1,"{INV_NGRAM_1_[son],""INV_BETW_D_[prep_of son nsubj]"",""INV_BETW_[prep_of son nsubj]"",""INV_BETW_L_[prep_of nsubj]""}","{1.76438,0.606608,0.606464,0.0160227}"
367559@22_6-367559@22_15,367559@22,John Gould-Edwin Prince,,0.188,"{It,was,completed,in,1837,;,Gould,wrote,the,text,"","",and,his,clerk,"","",Edwin,Prince,"","",did,the,editing,.}",15,2,6,1,1,"{""INV_BETW_L_[conj_and dobj nsubj]"",INV_NGRAM_1_[write],INV_NGRAM_1_[text],INV_NGRAM_1_[clerk],""INV_BETW_D_[conj_and text dobj write nsubj]"",""INV_BETW_[conj_and text dobj write nsubj]""}","{-0.58343,-0.520573,-0.105702,-0.102358,0.00179432,0.00179432}"
324474@17_12-324474@17_8,324474@17,Ben Mulroney-Ben Sherwood,,0.206,"{On,June,2012,"","",ABC,'s,News,President,Ben,Sherwood,announced,that,Mulroney,would,be,temporarily,substituting,for,Dan,Harris,during,the,weekends,"","",while,serving,as,contributor,to,Good,Morning,America,.}",8,2,12,1,1,"{people_between_bucket=0,""BETW_L_[nsubj ccomp nsubj]"",NGRAM_1_[announce]}","{-0.729378,-0.380938,-0.210465}"
23969018@6_4-23969018@6_14,23969018@6,Darren Studstill-Jake Kelchner,,0.266,"{During,his,college,career,Studstill,was,often,in,a,shared,playing,time,situation,with,Jake,Kelchner,.}",14,2,4,1,1,"{INV_NGRAM_1_[often],INV_NGRAM_1_[time],""INV_BETW_L_[prep_with prep_in nsubj]"",INV_NGRAM_1_[playing],INV_NGRAM_1_[shared],INV_NGRAM_1_[situation]}","{-0.337773,-0.319971,-0.202775,-0.162147,-0.0162363,-0.0148699}"
17462902@27_4-17462902@27_7,17462902@27,Fred T. Long-Wiley,,0.142,"{In,1948,"","",after,Long,had,left,Wiley,and,was,at,Prairie,View,"","",he,was,honored,at,half-time,of,the,game,and,given,a,Buick,automobile,by,members,of,the,Fred,Long,Anniversary,committee,to,celebrate,his,then,25,years,of,coaching,in,the,Southwestern,Conference,.}",7,1,4,1,1,"{""INV_BETW_L_[dobj nsubj]"",INV_NGRAM_1_[leave],""INV_BETW_[dobj leave nsubj]"",""INV_BETW_D_[dobj leave nsubj]""}","{-0.973964,-0.788723,0.0409083,0.0409083}"
1274556@41_6-1274556@41_11,1274556@41,Chris Daugherty-Lorie Groves,,0.262,"{On,February,13,"","",2005,"","",Daugherty,married,his,fianc,e,Lorie,Groves,-LRB-,who,made,a,brief,appearance,on,the,show,during,the,``,family,visit,'',segment,-RRB-,in,Victory,Lane,at,Daytona,International,Speedway,.}",11,2,6,1,1,"{INV_NGRAM_1_[marry],""INV_BETW_L_[dep dobj nsubj]"",INV_NGRAM_1_[e],INV_NGRAM_1_[fianc],""INV_NGRAM_2_[fianc e]"",""INV_BETW_D_[dep fianc dobj marry nsubj]""}","{-1.27006,-0.284766,0.254269,0.0463787,0.0427035,0.00637859}"
8218053@14_4-8218053@14_8,8218053@14,Steve John Shepherd-Michael Moon,,0.248,"{In,July,2010,"","",Shepherd,'s,casting,as,Michael,Moon,"","",the,psychopathic,cousin,of,Alfie,Moon,"","",in,``,EastEnders,'',was,announced,.}",8,2,4,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[casting],""INV_BETW_L_[prep_as poss]"",""INV_BETW_[prep_as casting poss]"",""INV_BETW_D_[prep_as casting poss]"",""INV_NGRAM_2_['s casting]""}","{-1.17199,0.00971058,-0.000861217,-0.000861217,-0.000861217,-3.42199e-05}"
648294@80_13-648294@80_27,648294@80,Dennis DeYoung-Hal,,0.512,"{The,pair,performed,the,Styx,breakthrough,hit,``,Lady,'',"","",written,by,DeYoung,in,1973,"","",with,DeYoung,serenading,his,wife,Suzanne,in,the,audience,while,Hal,did,the,same,for,his,long-time,girlfriend,.}",27,1,13,1,1,"{INV_NGRAM_1_[1973],INV_NGRAM_1_[wife],INV_NGRAM_1_[audience],INV_NGRAM_1_[serenade],""INV_BETW_L_[nsubj advcl prepc_with dobj vmod agent]""}","{0.0722457,-0.0323277,0.0175598,0.0109014,0.0109014}"
11167426@1_4-11167426@1_0,11167426@1,Rahmatullah Safi-Rahmatullah Safi,f,0.026,"{Rahmatullah,Safi,Brigadier,General,Rahmatullah,Safi,-LRB-,born,1948,-RRB-,is,a,former,Afghan,army,officer,and,mujahideen,commander,who,fought,during,the,Soviet,war,in,Afghanistan,.}",0,2,4,2,2,"{BETW_D_[nn],BETW_L_[nn],BETW_[nn],people_between_bucket=0}","{-0.932679,-0.932679,-0.932679,-0.729378}"
3881220@26_8-3881220@26_5,3881220@26,Celia Farber-Roger Hodge,,0.408,"{``,Harper,'s,'',editor,Roger,Hodge,defended,Farber,from,criticism,"","",stating,Farber,was,``,courageous,'',for,covering,a,story,that,came,at,``,great,personal,cost,'',.}",5,2,8,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[defend],WORD_SEQ_[defended],""BETW_D_[nsubj defend dobj]"",""BETW_[nsubj defend dobj]""}","{-0.729378,0.459084,-0.095278,0.0166521,0.0107248,0.0107248}"
41271650@1_0-41271650@1_3,41271650@1,Carmen Pérez Camarena-Camarena Carmen Luc,,0.03,"{Carmen,P,rez,Camarena,Carmen,Luc,a,P,rez,Camarena,-LRB-,born,8,October,1968,-RRB-,is,a,Mexican,politician,affiliated,to,the,PAN,.}",3,3,0,1,1,"{INV_BETW_D_[nn],INV_BETW_[nn],INV_BETW_L_[nn],INV_NGRAM_1_[p],INV_NGRAM_1_[rez],""INV_NGRAM_2_[p rez]""}","{-0.819983,-0.819235,-0.819235,-0.19356,-0.177369,-0.0780842}"
36010791@39_16-36010791@39_12,36010791@39,Barbara Takenaga-Barbara A. MacAdam,,0.318,"{In,a,2007,article,``,The,New,Abstraction,'',in,ARTNews,"","",Barbara,A.,MacAdam,cites,Takenaga,as,well,as,Chris,Martin,-LRB-,artist,-RRB-,"","",Larry,Poons,"","",and,others,"","",as,part,of,a,general,return,to,abstract,painting,.}",12,3,16,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[cite],WORD_SEQ_[cites],""BETW_[nsubj cite dobj]"",""BETW_D_[nsubj cite dobj]""}","{-0.729378,0.459084,-0.217412,-0.087708,-0.0866871,-0.0866871}"
32357450@12_24-32357450@12_40,32357450@12,Simon Kooper-Theodor Leutwein,,0.322,"{After,supporting,the,Khowesin,-LRB-,Witbooi,Nama,-RRB-,under,Hendrik,Witbooi,in,their,eventually,unsuccessful,resistance,attempt,towards,German,colonialism,in,South-West,Africa,"","",Kooper,was,forced,to,sign,a,protection,treaty,with,the,German,Empire,"","",represented,by,Governor,Theodor,Leutwein,.}",40,2,24,1,1,"{INV_NGRAM_1_[sign],INV_NGRAM_1_[represent],INV_NGRAM_1_[empire],INV_NGRAM_1_[governor],INV_NGRAM_1_[force],INV_NGRAM_1_[german]}","{-0.421494,-0.309749,0.233676,-0.158033,-0.0679364,-0.0440522}"
28994069@6_0-28994069@6_5,28994069@6,Norwood Penrose Hallowell-Edward Needles,,0.1,"{Norwood,and,his,brothers,"","",Edward,Needles,and,Richard,Price,"","",were,raised,in,a,household,that,was,strongly,Quaker,"","",and,strongly,abolitionist,;,during,the,Civil,War,"","",their,father,opened,his,home,as,a,hospital,for,wounded,Union,soldiers,.}",5,2,0,1,1,"{INV_BETW_D_[dep],INV_BETW_L_[dep],INV_BETW_[dep],INV_NGRAM_1_[brother]}","{-0.638307,-0.638307,-0.638307,-0.362333}"
7019060@1_6-7019060@1_4,7019060@1,Clarence Newton-Chris,,0.03,"{Clarence,Newton,Clarence,``,Chris,'',Newton,-LRB-,February,3,"","",1899,October,23,"","",1979,-RRB-,was,a,Canadian,lightweight,boxer,who,was,active,during,the,1920s,.}",4,1,6,1,1,"{BETW_[nn],BETW_L_[nn],BETW_D_[nn],people_between_bucket=0}","{-0.932679,-0.932679,-0.932679,-0.729378}"
8348278@47_5-8348278@47_16,8348278@47,Buster Williams-Jimmy Cobb,,0.476,"{From,2010,into,2014,"","",Buster,Williams,toured,with,Sonny,Fortune,"","",Mike,Stern,"","",and,Jimmy,Cobb,as,``,4,Generations,of,Miles,"","",'',named,after,a,2002,concert,and,recording,for,Chesky,representing,four,different,eras,of,Miles,Davis,bands,.}",16,2,5,2,2,"{""INV_BETW_L_[conj_and nsubj]"",INV_NGRAM_1_[tour],""INV_BETW_D_[conj_and tour nsubj]"",""INV_BETW_[conj_and tour nsubj]""}","{0.620523,-0.561758,-0.0194912,-0.0194912}"
40611559@26_0-40611559@26_18,40611559@26,Aldo Gucci-Patricia,,0.94,"{Aldo,had,three,sons,Giorgio,"","",Paolo,and,Roberto,-LRB-,with,Olwen,Price,-RRB-,"","",and,a,daughter,Patricia,-LRB-,with,Bruna,Palombo,-RRB-,"","",all,of,whom,worked,in,the,family,business,until,its,sale,in,1987,.}",18,1,0,1,1,"{INV_NGRAM_1_[son],INV_NGRAM_1_[daughter],INV_NGRAM_1_[three],""INV_NGRAM_2_[three son]"",""INV_BETW_L_[dep conj_and nsubj]""}","{1.76438,1.52214,-0.695591,-0.103207,-0.0234665}"
12124454@5_6-12124454@5_16,12124454@5,Kathir ibn Ahmad-Abu Yazid Khalid,,0.264,"{After,the,Samanids,conquered,Sistan,"","",Kathir,ended,up,in,the,service,of,the,caliphal,representative,Abu,Yazid,Khalid,"","",who,wrested,Sistan,from,the,Samanids,but,then,threw,off,Abbasid,sovereignty,.}",16,3,6,1,1,"{INV_NGRAM_1_[end],INV_NGRAM_1_[service],INV_NGRAM_1_[caliphal],""INV_BETW_L_[prep_of prep_in nsubj]"",""INV_BETW_D_[prep_of service prep_in end nsubj]"",""INV_NGRAM_2_[caliphal representative]""}","{-0.592985,-0.143282,-0.131911,-0.122261,-0.00958692,-0.00958692}"
1212049@34_23-1212049@34_9,1212049@34,"Ruth Deech, Baroness Deech-Waniek",,0.138,"{When,the,story,was,uncovered,by,a,neighbour,of,Waniek,'s,"","",Marek,Marko,"","",and,historian,Professor,Norman,Davies,in,2008,"","",Deech,and,her,British,family,visited,the,frail,Waniek,in,his,small,Krak,w,apartment,.}",9,1,23,1,1,"{people_between_bucket=2,NGRAM_1_['s],NGRAM_1_[2008],NGRAM_1_[historian],NGRAM_1_[marek],""BETW_L_[prep_of agent advcl nsubj]""}","{-1.00443,-0.57959,-0.271526,0.14602,-0.0126211,-0.00703016}"
7137434@9_1-7137434@9_24,7137434@9,Nelly Bromley-Dolaro,,0.214,"{Although,Bromley,was,a,critical,success,in,the,part,"","",in,July,she,was,replaced,as,Plaintiff,by,Linda,Verner,"","",a,friend,of,Dolaro,'s,.}",24,1,1,1,1,"{INV_NGRAM_1_[friend],INV_NGRAM_1_[replace],INV_NGRAM_1_[part],INV_NGRAM_1_[success],INV_NGRAM_1_[critical],INV_NGRAM_1_[plaintiff]}","{-0.573404,-0.263395,-0.247603,-0.107166,-0.0817188,-0.0535721}"
41776595@4_17-41776595@4_40,41776595@4,George Robert Elsmie-John Shepherd,,0.544,"{Educated,at,private,schools,at,Southampton,and,from,1852,to,1855,at,Marischal,College,"","",Aberdeen,"","",Elsmie,was,studying,German,at,Canstatt,in,August,1855,"","",when,he,was,nominated,to,a,writership,in,India,by,his,maternal,uncle,John,Shepherd,.}",40,2,17,1,1,"{INV_NGRAM_1_[study],INV_NGRAM_1_[uncle],INV_NGRAM_1_[nominate],INV_NGRAM_1_[1855],INV_NGRAM_1_[maternal],INV_NGRAM_1_[german]}","{-0.286876,0.262262,0.128473,0.0992718,-0.0886855,-0.0440522}"
10918796@29_15-10918796@29_3,10918796@29,Marilee Jones-Jones,f,0.122,"{In,2001,"","",Jones,received,MIT,'s,Excellence,Award,for,Leading,Change,"","",which,recognized,Jones,'s,leadership,as,dean,of,admissions,.}",3,1,15,1,1,"{people_between_bucket=0,NGRAM_1_['s],NGRAM_1_[award],NGRAM_1_[receive],NGRAM_1_[recognize],""BETW_L_[nsubj prep_for rcmod dobj poss]""}","{-0.729378,-0.57959,-0.3643,-0.240055,0.0687912,-0.0423604}"
31597145@12_8-31597145@12_5,31597145@12,Stefania Barr-Jean-Marc Barr,,0.338,"{Under,the,direction,of,manager/producer,Jean-Marc,Barr,"","",Barr,joined,with,Aaron,Hurt,to,form,``,Shrink,the,Giant,'',in,the,fall,of,2010,.}",5,2,8,1,1,"{people_between_bucket=0,""BETW_L_[prep_of prep_under nsubj]"",""BETW_[prep_of direction prep_under join nsubj]"",""BETW_D_[prep_of direction prep_under join nsubj]""}","{-0.729378,-0.00487518,0.00162414,0.00162414}"
147219@38_16-147219@38_25,147219@38,Philip the Apostle-Philip,f,0.358,"{As,a,result,of,Philip,'s,preaching,the,crowd,released,Bartholomew,from,his,cross,"","",but,Philip,insisted,that,they,not,release,him,"","",and,Philip,died,on,the,cross,.}",25,1,16,1,1,"{INV_NGRAM_1_[release],""INV_BETW_L_[nsubj conj_and conj_but nsubj]"",INV_NGRAM_1_[insist]}","{-0.608298,-0.0656621,-0.0515601}"
1029562@52_3-1029562@52_8,1029562@52,Vernon Watkins-Alfred Janes,,0.336,"{A,portrait,of,Vernon,Watkins,by,his,friend,Alfred,Janes,may,be,seen,in,the,Glynn,Vivian,Art,Gallery,"","",Swansea,.}",8,2,3,2,2,"{INV_NGRAM_1_[friend],INV_BETW_[prep_by],INV_BETW_L_[prep_by],INV_BETW_D_[prep_by]}","{-0.573404,-0.00982108,-0.00982108,-0.00982108}"
194308@82_5-194308@82_15,194308@82,Beau Brummell-Brummell,f,0.436,"{The,latter,is,modeled,on,Brummell,and,to,him,are,attributed,such,stories,from,the,Brummell,apocrypha,as,his,once,needing,three,tailors,to,contribute,to,the,making,of,his,gloves,and,the,sartorial,insult,"","",``,Do,you,call,this,a,coat,?,''}",15,1,5,1,1,"{INV_NGRAM_1_[story],INV_NGRAM_1_[attribute],""INV_BETW_[nn apocrypha prep_from story dobj attribute nsubjpass latter dep model prep_on]"",""INV_BETW_D_[nn apocrypha prep_from story dobj attribute nsubjpass latter dep model prep_on]"",""INV_BETW_L_[nn prep_from dobj nsubjpass dep prep_on]""}","{-0.220282,-0.16026,-0.00180868,-0.00180868,-0.00180868}"
23619022@11_0-23619022@11_7,23619022@11,Neil McDermott-Nigel Harman,,0.252,"{McDermott,replaced,fellow,``,Enders,'',actor,Nigel,Harman,as,Lord,Farquaad,in,``,Shrek,the,Musical,'',at,the,Theatre,Royal,"","",Drury,Lane,in,London,'s,West,End,on,29,February,2012,.}",7,2,0,1,1,"{""INV_BETW_L_[dobj nsubj]"",INV_NGRAM_1_[actor],INV_NGRAM_1_[replace],INV_NGRAM_1_[fellow],""INV_NGRAM_2_[replace fellow]"",""INV_BETW_[dobj replace nsubj]""}","{-0.973964,0.274128,-0.263395,-0.193699,0.0188683,-0.0066643}"
38652317@63_3-38652317@63_9,38652317@63,Bruce Rauner-Walter Payton Prep,,0.358,"{In,2008,"","",Rauner,'s,daughter,was,admitted,to,Walter,Payton,Prep,school,in,Chicago,through,the,``,principal,picks,'',process,.}",9,3,3,1,1,"{INV_NGRAM_1_[daughter],INV_NGRAM_1_['s],""INV_NGRAM_2_['s daughter]"",INV_NGRAM_1_[admit],""INV_BETW_L_[nn prep_to nsubjpass poss]"",""INV_BETW_[nn school prep_to admit nsubjpass daughter poss]""}","{1.52214,-1.17199,-0.696343,-0.262641,-0.0754683,-0.00713335}"
28443278@45_0-28443278@45_7,28443278@45,Porscha Coleman-Travis McCoy,,0.216,"{Coleman,appeared,as,a,love,interest,of,Travis,McCoy,in,the,music,video,for,the,hit,single,"","",``,Cupid,'s,Chokehold,'',"","",performed,by,Gym,Class,Heroes,featuring,Patrick,Stump,of,Fall,Out,Boy,.}",7,2,0,1,1,"{INV_NGRAM_1_[appear],INV_NGRAM_1_[love],INV_NGRAM_1_[interest],""INV_BETW_L_[prep_of prep_as nsubj]"",""INV_NGRAM_2_[love interest]"",""INV_BETW_[prep_of interest prep_as appear nsubj]""}","{-0.864463,-0.216711,-0.0943003,-0.041921,-0.0215162,0.000920934}"
409593@46_0-409593@46_5,409593@46,C. P. Scott-Evelyn Aubrey Montague,,0.482,"{Scott,is,the,grandfather,of,Evelyn,Aubrey,Montague,-LRB-,1900,1948,-RRB-,"","",the,Olympic,athlete,and,journalist,depicted,in,the,film,``,Chariots,of,Fire,'',.}",5,3,0,1,1,"{INV_NGRAM_1_[grandfather],""INV_BETW_L_[prep_of nsubj]"",""INV_BETW_D_[prep_of grandfather nsubj]"",""INV_BETW_[prep_of grandfather nsubj]""}","{-0.209167,0.0160227,0.00538651,0.00538651}"
22170269@6_10-22170269@6_16,22170269@6,Harley Swedler-Pasanella,,0.318,"{Upon,completing,his,studies,"","",in,Canada,and,Italy,"","",Swedler,worked,at,the,offices,of,Pasanella,and,Klein,"","",where,he,was,involved,in,the,renovation,of,Joan,Rivers,',Manhattan,``,pied-a-terre,.,''}",16,1,10,1,1,"{INV_NGRAM_1_[work],INV_NGRAM_1_[office],""INV_BETW_L_[prep_of prep_at nsubj]"",""INV_BETW_[prep_of office prep_at work nsubj]"",""INV_BETW_D_[prep_of office prep_at work nsubj]""}","{-0.544445,-0.22937,-0.0307575,-0.000810454,-0.000810454}"
